run_id,epoch,model,val_f1,val_f1_std,test_f1,test_f1_std
0,4,Incel BERT 1M,0.8749405154957509,0.005349933533832765,0.8716513510661004,0.0063541069970191625
0,4,Incel BERT 100k,0.8679707534746962,0.005944232688005518,0.8665619729431828,0.004676737642829549
0,4,Incel BERT 10k,0.8674725326318686,0.0047635557782604735,0.8654408045975137,0.008493499279398003
0,4,Incel RoBERTa 1M,0.8603895137188641,0.004990940167432898,0.8567555827265583,0.00531293141903221
0,4,HateBERT,0.8527749123713548,0.006852571506588203,0.8526733581169206,0.008051558661154003
0,4,HateXplain,0.8573178418371719,0.004382310689647833,0.8471054851926507,0.004037542661517022
0,4,Incel RoBERTa 100k,0.8639586867966592,0.007513427848817136,0.8443376142388825,0.005340658859426337
0,4,Incel RoBERTa 10k,0.8559115952766657,0.00543950348707899,0.8427621649356727,0.0050401267397296
0,4,RoBERTa base,0.8507506309906219,0.00685677587883963,0.8410895981569608,0.005132620818806985
0,4,BERT base,0.849725842431293,0.004145745819563538,0.8406948766427631,0.00780953869871788
